Row ID,Order ID,Order Date,Ship Date,Customer Name,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
334,US-2023-169803,04-06-2023,04-12-2023,Scott Cohen,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.896,3,0.7,-3.4272
335,US-2023-153808,04-06-2023,04-10-2023,Frank Hawley,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,4.752,1,0.2,1.6038
336,US-2023-118486,04-06-2023,04-08-2023,Shirley Daniels,Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,959.984,2,0.2,335.9944
337,US-2023-124023,04-07-2023,04-10-2023,Pauline Johnson,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,14.368,4,0.2,4.49
338,US-2023-128846,04-07-2023,04-12-2023,Roland Schwarz,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,7.712,2,0.2,2.7956
339,US-2023-165806,04-07-2023,04-07-2023,Valerie Mitchum,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,698.352,3,0.2,-17.4588
340,US-2023-128846,04-07-2023,04-12-2023,Roland Schwarz,Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312
341,US-2023-165806,04-07-2023,04-07-2023,Valerie Mitchum,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.856,4,0.2,1.116
342,US-2023-118997,04-08-2023,04-12-2023,Ruben Ausman,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,509.97,10,0.7,-407.976
343,US-2023-150581,04-08-2023,04-12-2023,Nathan Mautz,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724
344,US-2023-121769,04-08-2023,04-12-2023,John Stevenson,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.928,12,0.4,8.3916
345,US-2023-100363,04-08-2023,4/15/2023,Jim Mitchum,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,88.8,4,0.2,-2.22
346,US-2023-163797,04-08-2023,4/13/2023,Pauline Chand,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,47.976,3,0.2,4.7976
347,US-2023-100363,04-08-2023,4/15/2023,Jim Mitchum,Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,7.56,3,0.0,3.0996
348,US-2023-150581,04-08-2023,04-12-2023,Nathan Mautz,Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.56,2,0.0,11.5432
349,US-2023-121734,04-11-2023,4/16/2023,Sanjit Engle,Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.96,2,0.0,4.1472
350,US-2023-102715,04-11-2023,4/13/2023,Jay Kimmel,First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,6.79,1,0.0,2.3086
351,US-2023-102715,04-11-2023,4/13/2023,Jay Kimmel,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,24.56,2,0.0,11.5432
352,US-2023-110555,04-11-2023,4/18/2023,Michelle Moray,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.048,1,0.2,1.0668
353,US-2023-102715,04-11-2023,4/13/2023,Jay Kimmel,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,49.12,4,0.0,23.0864
354,US-2023-102715,04-11-2023,4/13/2023,Jay Kimmel,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296
355,US-2023-110555,04-11-2023,4/18/2023,Michelle Moray,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.704,6,0.2,-4.8588
356,US-2023-110555,04-11-2023,4/18/2023,Michelle Moray,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2,0.0,3.7996
357,US-2023-138940,04-11-2023,4/16/2023,Gary Mitchum,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0.0,6.9864
358,US-2023-154599,04-12-2023,4/17/2023,Kean Nguyen,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.4,5,0.0,15.824
359,US-2023-142979,04-12-2023,4/18/2023,Edward Hooks,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,36.24,5,0.2,11.325
360,US-2023-154599,04-12-2023,4/17/2023,Kean Nguyen,First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,647.84,8,0.0,168.4384
361,US-2023-158365,04-12-2023,4/17/2023,Stewart Visinsky,First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,20.7,2,0.0,9.936
362,US-2023-154599,04-12-2023,4/17/2023,Kean Nguyen,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.7,2,0.0,9.936
363,US-2023-154599,04-12-2023,4/17/2023,Kean Nguyen,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,488.646,3,0.1,86.8704
364,US-2023-122336,4/13/2023,4/17/2023,Jonathan Doherty,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,5.56,2,0.0,1.4456
365,US-2023-122336,4/13/2023,4/17/2023,Jonathan Doherty,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,47.12,8,0.0,20.7328
366,US-2023-122336,4/13/2023,4/17/2023,Jonathan Doherty,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,211.96,4,0.0,8.4784
367,US-2023-167724,4/13/2023,4/18/2023,Ben Ferrer,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,23.2,4,0.0,10.44
368,US-2023-122336,4/13/2023,4/17/2023,Jonathan Doherty,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies,7.36,2,0.0,0.1472
369,US-2023-120740,4/15/2023,4/15/2023,Paul Stevenson,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,104.79,7,0.0,29.3412
370,US-2023-120740,4/15/2023,4/15/2023,Paul Stevenson,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,1043.92,4,0.0,271.4192
371,US-2023-155208,4/16/2023,4/20/2023,Stephanie Phelps,Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,25.92,5,0.2,9.396
372,US-2023-100678,4/18/2023,4/22/2023,Kunst Miller,Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage,53.424,3,0.2,4.6746
373,US-2023-110849,4/18/2023,4/23/2023,John Lee,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,8.16,5,0.7,-5.712
374,US-2023-100678,4/18/2023,4/22/2023,Kunst Miller,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,1023.936,8,0.2,179.1888
375,US-2023-110849,4/18/2023,4/23/2023,John Lee,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,9.24,1,0.2,0.924
376,US-2023-100678,4/18/2023,4/22/2023,Kunst Miller,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,479.04,10,0.2,-29.94
377,US-2023-110849,4/18/2023,4/23/2023,John Lee,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper,99.136,4,0.2,30.98
378,US-2023-100678,4/18/2023,4/22/2023,Kunst Miller,Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,1488.424,7,0.3,-297.6848
379,US-2023-110849,4/18/2023,4/23/2023,John Lee,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.652,3,0.8,-20.3322
380,US-2023-169460,4/19/2023,4/21/2023,Nicole Fjeld,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,23.832,3,0.2,2.6811
381,US-2023-158470,4/19/2023,4/23/2023,Allen Goldenen,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728
382,US-2023-158470,4/19/2023,4/23/2023,Allen Goldenen,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,50.96,7,0.0,25.48
383,US-2023-101462,4/20/2023,4/25/2023,Benjamin Patterson,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.536,3,0.2,17.3376
384,US-2023-134572,4/20/2023,4/22/2023,Seth Vernon,Second Class,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories,41.9,2,0.0,8.799
385,US-2023-134572,4/20/2023,4/22/2023,Seth Vernon,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,375.4575,3,0.45,-157.0095
386,US-2023-134572,4/20/2023,4/22/2023,Seth Vernon,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,83.976,3,0.2,-1.0497
387,US-2023-158064,4/21/2023,4/25/2023,Allen Armold,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,482.34,4,0.7,-337.638
388,US-2023-136336,4/21/2023,4/26/2023,Dorothy Badders,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,2.96,1,0.2,0.777
389,US-2023-122070,4/22/2023,4/24/2023,Aaron Hawkins,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,2.624,1,0.2,0.4264
390,US-2023-122070,4/22/2023,4/24/2023,Aaron Hawkins,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.36,4,0.2,7.884
391,US-2023-150119,4/23/2023,4/27/2023,Laurel Beltran,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,39.98,2,0.0,13.5932
392,US-2023-150119,4/23/2023,4/27/2023,Laurel Beltran,Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Phones,246.384,2,0.2,27.7182
393,US-2023-150119,4/23/2023,4/27/2023,Laurel Beltran,Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,1799.97,3,0.0,701.9883
394,US-2023-150119,4/23/2023,4/27/2023,Laurel Beltran,Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623
395,US-2023-112564,4/23/2023,4/24/2023,Theresa Swint,Standard Class,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,75.792,3,0.2,25.5798
396,US-2023-111857,4/23/2023,4/26/2023,Nathan Mautz,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Storage,49.96,2,0.0,9.4924
397,US-2023-166954,4/25/2023,4/30/2023,Beth Thompson,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,12.96,2,0.0,6.2208
398,US-2023-166954,4/25/2023,4/30/2023,Beth Thompson,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Supplies,70.12,4,0.0,21.036
399,US-2023-166954,4/25/2023,4/30/2023,Beth Thompson,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,35.952,3,0.2,3.5952
400,US-2023-157406,4/25/2023,4/29/2023,Dianna Arnett,Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528
401,US-2023-157406,4/25/2023,4/29/2023,Dianna Arnett,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,131.136,4,0.2,-32.784
402,US-2023-110100,4/25/2023,4/29/2023,Lena Creighton,Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,57.584,2,0.2,0.7198
403,US-2023-147298,4/26/2023,05-03-2023,Aleksandra Gannaway,First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,9.568,2,0.2,3.4684
404,US-2023-116785,4/26/2023,4/30/2023,Marc Harrigan,Standard Class,Corporate,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,39.072,6,0.2,9.768
405,US-2023-147298,4/26/2023,05-03-2023,Aleksandra Gannaway,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,35.91,3,0.0,9.6957
406,US-2023-116785,4/26/2023,4/30/2023,Marc Harrigan,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,179.95,5,0.0,37.7895
407,US-2023-118976,4/28/2023,05-03-2023,Muhammed Yedwab,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Copiers,1199.976,3,0.2,434.9913
408,US-2023-118976,4/28/2023,05-03-2023,Muhammed Yedwab,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,27.15,5,0.0,13.3035
409,US-2023-118976,4/28/2023,05-03-2023,Muhammed Yedwab,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,1004.024,7,0.2,-112.9527
410,US-2023-140228,4/28/2023,05-03-2023,George Bell,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,9.68,1,0.0,4.6464
411,US-2023-118976,4/28/2023,05-03-2023,Muhammed Yedwab,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,28.35,9,0.0,13.608
412,US-2023-140228,4/28/2023,05-03-2023,George Bell,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,55.98,1,0.0,27.4302
413,US-2023-140228,4/28/2023,05-03-2023,George Bell,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,1336.829,13,0.15,31.4548
414,US-2023-132983,4/28/2023,05-03-2023,David Smith,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,113.568,2,0.2,-18.4548
415,US-2023-131387,4/28/2023,4/30/2023,Arianne Irving,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,139.86,7,0.0,65.7342
416,US-2023-107811,4/29/2023,05-03-2023,Laura Armstrong,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,307.136,4,0.2,26.8744
417,US-2023-142727,4/29/2023,05-01-2023,Harry Greene,Standard Class,Consumer,United States,Huntington Beach,California,92646,West,Office Supplies,Art,95.92,8,0.0,25.8984
418,US-2023-134061,4/29/2023,05-04-2023,Lauren Leatherbury,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,383.8,5,0.2,38.38
419,US-2023-142727,4/29/2023,05-01-2023,Harry Greene,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,5.78,1,0.0,2.8322
420,US-2023-107811,4/29/2023,05-03-2023,Laura Armstrong,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,9.32,4,0.0,2.7028
421,US-2023-118304,4/29/2023,05-04-2023,Katherine Hughes,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,15.25,1,0.0,7.015
422,US-2023-160094,4/30/2023,05-02-2023,Justin MacKendrick,First Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,196.752,6,0.2,56.5662
423,US-2023-160094,4/30/2023,05-02-2023,Justin MacKendrick,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,56.56,4,0.0,14.7056
424,US-2023-156006,4/30/2023,05-02-2023,Tamara Manning,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,32.7,3,0.0,8.502
425,US-2023-115056,05-02-2023,05-02-2023,Andrew Roberts,Second Class,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,Chairs,866.4,4,0.0,225.264
426,US-2023-124618,05-02-2023,05-04-2023,Cari Schnelling,Second Class,Corporate,United States,Canton,Michigan,48187,Central,Furniture,Furnishings,28.4,2,0.0,11.076
427,US-2023-135755,05-03-2023,05-10-2023,Nathan Cano,Second Class,Corporate,United States,Canton,Michigan,48187,Central,Office Supplies,Binders,287.92,8,0.0,138.2016
428,US-2023-135755,05-03-2023,05-10-2023,Nathan Cano,First Class,Home Office,United States,New Rochelle,New York,10801,East,Technology,Machines,69.99,1,0.0,30.0957
429,US-2023-130274,05-03-2023,05-05-2023,Joni Sundaresam,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,6.672,6,0.2,0.5004
430,US-2023-155271,05-04-2023,05-04-2023,Andrew Allen,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Binders,189.588,2,0.7,-145.3508
431,US-2023-148194,05-04-2023,05-07-2023,Bill Shonely,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,408.744,7,0.2,76.6395
432,US-2023-148194,05-04-2023,05-07-2023,Bill Shonely,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,291.96,5,0.2,54.7425
433,US-2023-111899,05-04-2023,05-05-2023,Nat Carroll,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Storage,4.768,2,0.2,-0.7748
434,US-2023-117709,05-04-2023,05-08-2023,Paul MacIntyre,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,714.3,5,0.0,207.147
435,US-2023-111899,05-04-2023,05-05-2023,Nat Carroll,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.812,2,0.7,-3.6892
436,US-2023-110219,05-05-2023,05-08-2023,Emily Burns,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,247.8,5,0.2,-18.585
437,US-2023-166457,05-05-2023,05-09-2023,Peter Fuller,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Machines,1007.979,3,0.3,43.1991
438,US-2023-111934,05-05-2023,05-07-2023,Giulietta Dortch,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,313.488,7,0.2,113.6394
439,US-2023-111934,05-05-2023,05-07-2023,Giulietta Dortch,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,31.872,8,0.2,11.5536
440,US-2023-166457,05-05-2023,05-09-2023,Peter Fuller,Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,207.846,3,0.1,2.3094
441,US-2023-166457,05-05-2023,05-09-2023,Peter Fuller,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,12.22,1,0.0,3.666
442,US-2023-160738,05-05-2023,05-10-2023,Katharine Harms,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,194.94,3,0.0,23.3928
443,US-2023-154879,05-06-2023,05-11-2023,Steve Nguyen,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,70.95,3,0.0,20.5755
444,US-2023-121664,05-06-2023,05-10-2023,Harold Pawlan,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,91.36,4,0.0,42.0256
445,US-2023-154879,05-06-2023,05-11-2023,Steve Nguyen,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,242.94,3,0.0,29.1528
446,US-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,22.05,7,0.0,10.584
447,US-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,2.91,1,0.0,1.3677
448,US-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,59.52,3,0.0,15.4752
449,US-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,161.94,3,0.0,9.7164
450,CA-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,263.88,6,0.0,71.2476
451,CA-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,30.48,3,0.0,7.9248
452,CA-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.84,3,0.0,2.8536
453,CA-2023-166086,05-07-2023,05-12-2023,Carol Triggs,Second Class,Consumer,United States,Auburn,New York,13021,East,Technology,Phones,35.12,4,0.0,9.1312
454,US-2023-116666,05-08-2023,05-10-2023,Kean Thornton,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Furniture,Tables,284.364,2,0.4,-75.8304
455,US-2023-158771,05-09-2023,05-09-2023,Sean Braxton,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Storage,665.408,2,0.2,66.5408
456,US-2023-158771,05-09-2023,05-09-2023,Sean Braxton,Standard Class,Corporate,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,63.88,4,0.0,24.9132
457,US-2023-158771,05-09-2023,05-09-2023,Sean Braxton,Standard Class,Consumer,United States,Concord,California,94521,West,Furniture,Chairs,129.568,2,0.2,-24.294
458,US-2023-158771,05-09-2023,05-09-2023,Sean Braxton,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,747.558,3,0.3,-96.1146
459,US-2023-102071,05-09-2023,5/15/2023,Patrick Gardner,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Envelopes,8.928,2,0.2,3.348
460,US-2023-102071,05-09-2023,5/15/2023,Patrick Gardner,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,103.92,4,0.0,36.372
461,US-2023-114181,05-10-2023,5/14/2023,Art Foster,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,899.91,9,0.0,377.9622
462,US-2023-103310,05-10-2023,5/15/2023,Greg Matthias,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,51.312,3,0.2,18.6006
463,US-2023-114181,05-10-2023,5/14/2023,Art Foster,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,23.56,5,0.2,7.068
464,US-2023-159709,05-10-2023,5/15/2023,Arianne Irving,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Tables,1272.63,6,0.5,-814.4832
465,US-2023-103310,05-10-2023,5/15/2023,Greg Matthias,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,28.485,5,0.7,-20.889
466,US-2023-103310,05-10-2023,5/15/2023,Greg Matthias,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Supplies,185.376,2,0.2,-34.758
467,US-2023-103310,05-10-2023,5/15/2023,Greg Matthias,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,78.272,2,0.2,5.8704
468,US-2023-159709,05-10-2023,5/15/2023,Arianne Irving,Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Furniture,Furnishings,254.744,7,0.6,-312.0614
469,US-2023-152100,05-11-2023,5/16/2023,Victoria Wilson,Standard Class,Corporate,United States,Amarillo,Texas,79109,Central,Furniture,Bookcases,205.3328,2,0.32,-36.2352
470,US-2023-103849,05-11-2023,5/16/2023,Paul Gonzalez,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,4.788,3,0.8,-7.9002
471,US-2023-127523,05-11-2023,5/18/2023,Brooke Gillingham,Standard Class,Corporate,United States,Lindenhurst,New York,11757,East,Office Supplies,Paper,55.48,1,0.0,26.6304
472,US-2023-119172,05-11-2023,5/15/2023,Harold Dahlen,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,340.92,3,0.0,3.4092
473,US-2023-119172,05-11-2023,5/15/2023,Harold Dahlen,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,222.666,2,0.15,10.4784
474,US-2023-139017,05-11-2023,5/17/2023,Raymond Messe,Second Class,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,703.968,4,0.2,87.996
475,US-2023-103849,05-11-2023,5/16/2023,Paul Gonzalez,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,92.52,6,0.0,24.9804
476,US-2023-103849,05-11-2023,5/16/2023,Paul Gonzalez,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,62.65,7,0.0,28.819
477,US-2023-127159,05-12-2023,5/15/2023,Hunter Lopez,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,94.85,5,0.0,45.528
478,US-2023-155887,05-12-2023,5/17/2023,Kean Thornton,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,95.76,6,0.2,7.182
479,US-2023-113768,5/13/2023,5/19/2023,Aaron Hawkins,Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Furnishings,40.2,3,0.0,19.296
480,US-2023-140165,5/13/2023,5/15/2023,Erica Hernandez,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,14.7,5,0.0,6.615
481,US-2023-140165,5/13/2023,5/15/2023,Erica Hernandez,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,704.25,5,0.0,84.51
482,US-2023-113768,5/13/2023,5/19/2023,Aaron Hawkins,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Accessories,9.09,3,0.0,1.9089
483,US-2023-167164,5/13/2023,5/15/2023,Alejandro Grove,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,5.96,2,0.0,1.6688
484,US-2023-114433,5/13/2023,5/17/2023,Naresj Patel,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,159.98,2,0.0,57.5928
485,US-2023-106810,5/14/2023,5/20/2023,Anthony Johnson,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Labels,29.6,2,0.0,14.8
486,US-2023-125150,5/16/2023,5/23/2023,Pauline Webber,First Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Bookcases,514.165,5,0.15,-30.245
487,US-2023-163146,5/16/2023,5/20/2023,Cindy Chapman,First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,279.96,5,0.2,17.4975
488,US-2023-148761,5/17/2023,5/21/2023,Pete Armstrong,First Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,2735.952,6,0.2,341.994
489,US-2023-164224,5/18/2023,5/20/2023,Ted Trevino,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Phones,7.992,1,0.2,0.5994
490,US-2023-164224,5/18/2023,5/20/2023,Ted Trevino,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Accessories,63.984,2,0.2,10.3974
491,US-2023-133963,5/18/2023,5/22/2023,George Ashbrook,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,70.368,2,0.2,6.1572
492,US-2023-103373,5/18/2023,5/24/2023,Bruce Stewart,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,449.15,5,0.0,8.983
493,US-2023-107699,5/19/2023,5/23/2023,John Huston,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,11.07,3,0.0,5.0922
494,US-2023-130155,5/19/2023,5/22/2023,Tamara Dahlen,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,93.98,2,0.0,13.1572
